id,indicator,indicator.label,freq,freq.label,size,data.start,data.end,last.update,n.records,collection,collection.label,subject,subject.label
UNE_TUNE_SEX_DUR_MTS_NB_A,UNE_TUNE_SEX_DUR_MTS_NB,"Unemployment by sex, duration and marital status (thousands)",A,Annual,199.53 KB,1992,2018,05/10/2019 14:49:52,24603,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
UNE_TUNE_SEX_EDU_GEO_NB_A,UNE_TUNE_SEX_EDU_GEO_NB,"Unemployment by sex, education and rural / urban areas (thousands)",A,Annual,395.09 KB,1990,2019,06/03/2020 21:42:59,46021,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_EDU_MTS_NB_A,UNE_TUNE_SEX_EDU_MTS_NB,"Unemployment by sex, education and marital status (thousands)",A,Annual,1.52 MB,1994,2019,06/03/2020 21:43:00,209865,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
UNE_TUNE_SEX_EDU_NB_A,UNE_TUNE_SEX_EDU_NB,"Unemployment by sex and education (thousands)",A,Annual,168.22 KB,1990,2019,06/03/2020 09:03:51,19907,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_ECO_NB_A,UNE_TUNE_SEX_ECO_NB,"Unemployment of previously employed persons by sex and former economic activity (thousands)",A,Annual,1.17 MB,1970,2019,08/03/2020 06:14:27,177476,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_OCU_NB_A,UNE_TUNE_SEX_OCU_NB,"Unemployment of previously employed persons by sex and former occupation (thousands)",A,Annual,481.42 KB,1969,2019,08/03/2020 06:14:29,72334,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_CAT_NB_A,UNE_TUNE_SEX_CAT_NB,"Unemployment by sex and categories of unemployed persons (thousands)",A,Annual,214.43 KB,1969,2019,06/03/2020 08:54:41,27661,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_CAT_NB_Q,UNE_TUNE_SEX_CAT_NB,"Unemployment by sex and categories of unemployed persons (thousands)",Q,Quarterly,127.57 KB,1976Q1,2019Q4,06/03/2020 21:43:41,14940,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUN1_SEX_AGE_DUR_NB_Q,UNE_TUN1_SEX_AGE_DUR_NB,"Unemployment by sex, age and duration, seasonally adjusted series (thousands)",Q,Quarterly,1.96 MB,2000Q1,2019Q4,14/02/2020 17:51:55,248012,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_EDU_DT_A,UNE_TUNE_SEX_AGE_EDU_DT,"Unemployment distribution by education (by sex and age) (%)",A,Annual,4.49 MB,1976,2019,06/03/2020 21:42:59,703735,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_EDU_DT_Q,UNE_TUNE_SEX_AGE_EDU_DT,"Unemployment distribution by education (by sex and age) (%)",Q,Quarterly,6.76 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1016599,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_EDU_DT_M,UNE_TUNE_SEX_AGE_EDU_DT,"Unemployment distribution by education (by sex and age) (%)",M,Monthly,1.29 MB,1990M01,2020M01,15/02/2020 23:47:19,185233,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_DUR_DT_A,UNE_TUNE_SEX_AGE_DUR_DT,"Unemployment distribution by duration (by sex and age) (%)",A,Annual,4.47 MB,1948,2019,06/03/2020 21:42:59,704947,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_DUR_DT_Q,UNE_TUNE_SEX_AGE_DUR_DT,"Unemployment distribution by duration (by sex and age) (%)",Q,Quarterly,7.54 MB,1948Q1,2019Q4,06/03/2020 21:43:43,1228073,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_DUR_DT_M,UNE_TUNE_SEX_AGE_DUR_DT,"Unemployment distribution by duration (by sex and age) (%)",M,Monthly,2.18 MB,1948M01,2020M01,15/02/2020 23:47:19,323381,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUN1_SEX_AGE_NB_Q,UNE_TUN1_SEX_AGE_NB,"Unemployment by sex and age, seasonally adjusted series (thousands)",Q,Quarterly,719.17 KB,1980Q1,2019Q4,15/02/2020 23:47:19,95858,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUN1_SEX_AGE_NB_M,UNE_TUN1_SEX_AGE_NB,"Unemployment by sex and age, seasonally adjusted series (thousands)",M,Monthly,812.55 KB,1983M01,2020M02,06/03/2020 21:43:43,147146,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_RT_A,UNE_DEAP_SEX_AGE_RT,"Unemployment rate by sex and age (%)",A,Annual,1.46 MB,1947,2019,06/03/2020 09:03:35,219047,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_RT_Q,UNE_DEAP_SEX_AGE_RT,"Unemployment rate by sex and age (%)",Q,Quarterly,2.57 MB,1948Q1,2019Q4,06/03/2020 21:43:43,441114,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_RT_M,UNE_DEAP_SEX_AGE_RT,"Unemployment rate by sex and age (%)",M,Monthly,1.6 MB,1948M01,2020M02,06/03/2020 21:43:43,288946,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_DSB_RT_A,UNE_DEAP_SEX_DSB_RT,"Unemployment rate by sex and disability status (%)",A,Annual,12.77 KB,2005,2019,06/03/2020 21:42:59,1606,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_EDU_RT_A,UNE_DEAP_SEX_AGE_EDU_RT,"Unemployment rate by sex, age and education (%)",A,Annual,4.83 MB,1980,2019,06/03/2020 09:03:53,726418,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_EDU_RT_Q,UNE_DEAP_SEX_AGE_EDU_RT,"Unemployment rate by sex, age and education (%)",Q,Quarterly,7.78 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1127204,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_EDU_RT_M,UNE_DEAP_SEX_AGE_EDU_RT,"Unemployment rate by sex, age and education (%)",M,Monthly,1.51 MB,1990M01,2020M01,15/02/2020 23:47:18,215968,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_GEO_RT_A,UNE_DEAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas (%)",A,Annual,1.12 MB,1980,2019,06/03/2020 09:03:48,162013,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_GEO_RT_Q,UNE_DEAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas (%)",Q,Quarterly,3.12 MB,1995Q2,2019Q4,06/03/2020 21:43:43,470533,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_GEO_RT_M,UNE_DEAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas (%)",M,Monthly,455.37 KB,2005M01,2020M01,15/02/2020 23:47:18,64608,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_AGE_MTS_RT_A,UNE_DEAP_SEX_AGE_MTS_RT,"Unemployment rate by sex, age and marital status (%)",A,Annual,1.62 MB,1990,2019,06/03/2020 21:43:00,246230,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
UNE_DEAP_SEX_MTS_RT_A,UNE_DEAP_SEX_MTS_RT,"Unemployment rate by sex and marital status (%)",A,Annual,141.12 KB,1990,2019,06/03/2020 21:42:59,19074,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_EDU_GEO_RT_A,UNE_DEAP_SEX_EDU_GEO_RT,"Unemployment rate by sex, education and rural / urban areas (%)",A,Annual,365.89 KB,1990,2019,06/03/2020 21:42:59,46021,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_DEAP_SEX_EDU_MTS_RT_A,UNE_DEAP_SEX_EDU_MTS_RT,"Unemployment rate by sex, education and marital status (%)",A,Annual,1.48 MB,1994,2019,06/03/2020 21:43:00,209871,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
UNE_DEA1_SEX_AGE_RT_Q,UNE_DEA1_SEX_AGE_RT,"Unemployment rate by sex and age, seasonally adjusted series (%)",Q,Quarterly,528.98 KB,1980Q1,2019Q4,14/02/2020 17:51:55,78406,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_DEA1_SEX_AGE_RT_M,UNE_DEA1_SEX_AGE_RT,"Unemployment rate by sex and age, seasonally adjusted series (%)",M,Monthly,654.96 KB,1983M01,2020M02,06/03/2020 21:43:43,133454,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU2_SEX_AGE_RT_A,LUU_XLU2_SEX_AGE_RT,"Combined rate of time-related underemployment and unemployment (LU2) by sex and age (%)",A,Annual,358.03 KB,1955,2019,06/03/2020 21:42:59,54156,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU2_SEX_AGE_RT_Q,LUU_XLU2_SEX_AGE_RT,"Combined rate of time-related underemployment and unemployment (LU2) by sex and age (%)",Q,Quarterly,375.39 KB,1955Q2,2019Q4,06/03/2020 21:43:43,54486,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU2_SEX_AGE_RT_M,LUU_XLU2_SEX_AGE_RT,"Combined rate of time-related underemployment and unemployment (LU2) by sex and age (%)",M,Monthly,107.83 KB,1955M05,2020M01,15/02/2020 23:47:15,14366,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU2_SEX_AGE_GEO_RT_A,LUU_XLU2_SEX_AGE_GEO_RT,"Combined rate of time-related underemployment and unemployment (LU2) by sex, age and rural / urban areas (%)",A,Annual,464.37 KB,1998,2019,06/03/2020 21:42:59,63045,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU2_SEX_AGE_MTS_RT_A,LUU_XLU2_SEX_AGE_MTS_RT,"Combined rate of time-related underemployment and unemployment (LU2) by sex, age and marital status (%)",A,Annual,668.84 KB,1994,2019,06/03/2020 21:43:00,94459,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU2_SEX_EDU_GEO_RT_A,LUU_XLU2_SEX_EDU_GEO_RT,"Combined rate of time-related underemployment and unemployment (LU2) by sex, education and rural / urban areas (%)",A,Annual,283.96 KB,1998,2019,06/03/2020 21:42:59,35210,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU2_SEX_EDU_MTS_RT_A,LUU_XLU2_SEX_EDU_MTS_RT,"Combined rate of time-related underemployment and unemployment (LU2) by sex, education and marital status (%)",A,Annual,138.46 KB,1998,2018,18/10/2019 13:46:03,17200,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU3_SEX_AGE_RT_A,LUU_XLU3_SEX_AGE_RT,"Combined rate of unemployment and potential labour force (LU3) by sex and age (%)",A,Annual,302.79 KB,1976,2019,06/03/2020 21:43:00,45057,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU3_SEX_AGE_RT_Q,LUU_XLU3_SEX_AGE_RT,"Combined rate of unemployment and potential labour force (LU3) by sex and age (%)",Q,Quarterly,592.51 KB,1976Q1,2019Q4,06/03/2020 21:43:43,88925,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU3_SEX_AGE_RT_M,LUU_XLU3_SEX_AGE_RT,"Combined rate of unemployment and potential labour force (LU3) by sex and age (%)",M,Monthly,326.52 KB,1976M01,2020M01,15/02/2020 23:47:17,48153,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU3_SEX_AGE_GEO_RT_A,LUU_XLU3_SEX_AGE_GEO_RT,"Combined rate of unemployment and potential labour force (LU3) by sex, age and rural / urban areas (%)",A,Annual,430.48 KB,1994,2019,06/03/2020 21:43:00,57993,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU3_SEX_AGE_MTS_RT_A,LUU_XLU3_SEX_AGE_MTS_RT,"Combined rate of unemployment and potential labour force (LU3) by sex, age and marital status (%)",A,Annual,682.46 KB,1994,2019,06/03/2020 21:43:00,96964,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU3_SEX_EDU_GEO_RT_A,LUU_XLU3_SEX_EDU_GEO_RT,"Combined rate of unemployment and potential labour force (LU3) by sex, education and rural / urban areas (%)",A,Annual,255.56 KB,1994,2019,06/03/2020 21:43:00,31386,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU3_SEX_EDU_MTS_RT_A,LUU_XLU3_SEX_EDU_MTS_RT,"Combined rate of unemployment and potential labour force (LU3) by sex, education and marital status (%)",A,Annual,127.56 KB,2005,2018,18/10/2019 13:46:03,15773,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU4_SEX_AGE_RT_A,LUU_XLU4_SEX_AGE_RT,"Composite rate of labour underutilization (LU4) by sex and age (%)",A,Annual,157.52 KB,1994,2019,06/03/2020 21:42:59,21845,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU4_SEX_AGE_RT_Q,LUU_XLU4_SEX_AGE_RT,"Composite rate of labour underutilization (LU4) by sex and age (%)",Q,Quarterly,344.78 KB,1994Q1,2019Q4,06/03/2020 21:43:43,49864,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU4_SEX_AGE_RT_M,LUU_XLU4_SEX_AGE_RT,"Composite rate of labour underutilization (LU4) by sex and age (%)",M,Monthly,98.25 KB,1994M01,2020M01,15/02/2020 23:47:15,12963,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU4_SEX_AGE_GEO_RT_A,LUU_XLU4_SEX_AGE_GEO_RT,"Composite rate of labour underutilization (LU4) by sex, age and rural / urban areas (%)",A,Annual,383.91 KB,2005,2019,06/03/2020 21:42:59,51221,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU4_SEX_AGE_MTS_RT_A,LUU_XLU4_SEX_AGE_MTS_RT,"Composite rate of labour underutilization (LU4) by sex, age and marital status (%)",A,Annual,527.69 KB,1994,2019,06/03/2020 21:42:59,73678,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU4_SEX_EDU_GEO_RT_A,LUU_XLU4_SEX_EDU_GEO_RT,"Composite rate of labour underutilization (LU4) by sex, education and rural / urban areas (%)",A,Annual,232.83 KB,2005,2019,06/03/2020 21:42:59,28189,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
LUU_XLU4_SEX_EDU_MTS_RT_A,LUU_XLU4_SEX_EDU_MTS_RT,"Composite rate of labour underutilization (LU4) by sex, education and marital status (%)",A,Annual,126.22 KB,2005,2018,18/10/2019 13:46:03,15412,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_WDIS_SEX_AGE_NB_A,EIP_WDIS_SEX_AGE_NB,"Discouraged job-seekers by sex and age (thousands)",A,Annual,331.57 KB,1990,2019,06/03/2020 21:43:00,49267,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_WDIS_SEX_AGE_NB_Q,EIP_WDIS_SEX_AGE_NB,"Discouraged job-seekers by sex and age (thousands)",Q,Quarterly,360.95 KB,1994Q1,2019Q4,06/03/2020 21:43:43,56412,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_WDIS_SEX_AGE_NB_M,EIP_WDIS_SEX_AGE_NB,"Discouraged job-seekers by sex and age (thousands)",M,Monthly,241.66 KB,1994M01,2020M01,15/02/2020 23:47:20,35883,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_WDIS_SEX_AGE_GEO_NB_A,EIP_WDIS_SEX_AGE_GEO_NB,"Discouraged job-seekers by sex, age and rural / urban areas (thousands)",A,Annual,381.26 KB,1990,2019,06/03/2020 21:42:59,51168,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_WDIS_SEX_AGE_MTS_NB_A,EIP_WDIS_SEX_AGE_MTS_NB,"Discouraged job-seekers by sex, age and marital status (thousands)",A,Annual,651.93 KB,1990,2019,06/03/2020 21:42:59,97444,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
EIP_WDIS_SEX_EDU_GEO_NB_A,EIP_WDIS_SEX_EDU_GEO_NB,"Discouraged job-seekers by sex, education and rural / urban areas (thousands)",A,Annual,205.05 KB,1998,2019,06/03/2020 21:42:59,25259,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_WDIS_SEX_EDU_MTS_NB_A,EIP_WDIS_SEX_EDU_MTS_NB,"Discouraged job-seekers by sex, education and marital status (thousands)",A,Annual,63.79 KB,1998,2018,18/10/2019 13:46:03,8080,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
EIP_WPLF_SEX_AGE_GEO_NB_A,EIP_WPLF_SEX_AGE_GEO_NB,"Potential labour force by sex, age and rural / urban areas (thousands)",A,Annual,444.28 KB,1994,2019,06/03/2020 21:42:59,57106,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_WPLF_SEX_AGE_MTS_NB_A,EIP_WPLF_SEX_AGE_MTS_NB,"Potential labour force by sex, age and marital status (thousands)",A,Annual,703.12 KB,1994,2019,06/03/2020 21:42:59,100248,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
EIP_WPLF_SEX_EDU_GEO_NB_A,EIP_WPLF_SEX_EDU_GEO_NB,"Potential labour force by sex, education and rural / urban areas (thousands)",A,Annual,254.14 KB,1994,2019,06/03/2020 21:42:59,29991,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_WPLF_SEX_EDU_MTS_NB_A,EIP_WPLF_SEX_EDU_MTS_NB,"Potential labour force by sex, education and marital status (thousands)",A,Annual,108.78 KB,2005,2018,18/10/2019 13:46:03,13115,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
EIP_WPLF_SEX_AGE_NB_A,EIP_WPLF_SEX_AGE_NB,"Potential labour force by sex and age (thousands)",A,Annual,314.93 KB,1976,2019,06/03/2020 21:42:59,44934,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_WPLF_SEX_AGE_NB_Q,EIP_WPLF_SEX_AGE_NB,"Potential labour force by sex and age (thousands)",Q,Quarterly,566.62 KB,1976Q1,2019Q4,06/03/2020 21:43:43,89198,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_WPLF_SEX_AGE_NB_M,EIP_WPLF_SEX_AGE_NB,"Potential labour force by sex and age (thousands)",M,Monthly,343.65 KB,1976M01,2020M01,15/02/2020 23:47:17,48282,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_NB_A,EIP_TEIP_SEX_AGE_NB,"Persons outside the labour force by sex and age (thousands)",A,Annual,1.29 MB,1947,2019,06/03/2020 09:04:10,169249,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_NB_Q,EIP_TEIP_SEX_AGE_NB,"Persons outside the labour force by sex and age (thousands)",Q,Quarterly,2.9 MB,1948Q1,2019Q4,06/03/2020 21:43:43,434077,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_NB_M,EIP_TEIP_SEX_AGE_NB,"Persons outside the labour force by sex and age (thousands)",M,Monthly,1.36 MB,1948M01,2020M01,15/02/2020 23:47:18,203063,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_EDU_NB_A,EIP_TEIP_SEX_AGE_EDU_NB,"Persons outside the labour force by sex, age and education (thousands)",A,Annual,6.03 MB,1990,2019,06/03/2020 09:04:15,830973,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_EDU_NB_Q,EIP_TEIP_SEX_AGE_EDU_NB,"Persons outside the labour force by sex, age and education (thousands)",Q,Quarterly,8.58 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1198032,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_EDU_NB_M,EIP_TEIP_SEX_AGE_EDU_NB,"Persons outside the labour force by sex, age and education (thousands)",M,Monthly,1.85 MB,1990M01,2020M01,15/02/2020 23:47:18,220035,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_GEO_NB_A,EIP_TEIP_SEX_AGE_GEO_NB,"Persons outside the labour force by sex, age and rural / urban areas (thousands)",A,Annual,1.37 MB,1990,2019,06/03/2020 09:04:06,174497,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_GEO_NB_Q,EIP_TEIP_SEX_AGE_GEO_NB,"Persons outside the labour force by sex, age and rural / urban areas (thousands)",Q,Quarterly,3.29 MB,1995Q2,2019Q4,06/03/2020 21:43:43,476856,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_GEO_NB_M,EIP_TEIP_SEX_AGE_GEO_NB,"Persons outside the labour force by sex, age and rural / urban areas (thousands)",M,Monthly,566.46 KB,2005M01,2020M01,15/02/2020 23:47:18,66906,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_AGE_MTS_NB_A,EIP_TEIP_SEX_AGE_MTS_NB,"Persons outside the labour force by sex, age and marital status (thousands)",A,Annual,2 MB,1990,2019,06/03/2020 21:42:59,276185,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_MTS_NB_A,EIP_TEIP_SEX_MTS_NB,"Persons outside the labour force by sex and marital status (thousands)",A,Annual,19.11 KB,1998,2018,05/10/2019 14:49:51,2057,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
EIP_TEIP_SEX_EDU_GEO_NB_A,EIP_TEIP_SEX_EDU_GEO_NB,"Persons outside the labour force by sex, education and rural / urban areas (thousands)",A,Annual,478.23 KB,1990,2019,06/03/2020 21:42:59,51977,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_EDU_MTS_NB_A,EIP_TEIP_SEX_EDU_MTS_NB,"Persons outside the labour force by sex, education and marital status (thousands)",A,Annual,1.91 MB,1994,2019,06/03/2020 21:42:59,243267,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_TEIP_SEX_EDU_NB_A,EIP_TEIP_SEX_EDU_NB,"Persons outside the labour force by sex and education (thousands)",A,Annual,440.84 KB,1990,2019,06/03/2020 09:04:13,53659,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_RT_A,EIP_DWAP_SEX_AGE_RT,"Inactivity rate by sex and age (%)",A,Annual,1.91 MB,1946,2019,06/03/2020 09:04:04,282879,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_RT_Q,EIP_DWAP_SEX_AGE_RT,"Inactivity rate by sex and age (%)",Q,Quarterly,2.83 MB,1948Q1,2019Q4,06/03/2020 21:43:43,434077,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_RT_M,EIP_DWAP_SEX_AGE_RT,"Inactivity rate by sex and age (%)",M,Monthly,1.4 MB,1948M01,2020M01,15/02/2020 23:47:20,203063,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_EDU_RT_A,EIP_DWAP_SEX_AGE_EDU_RT,"Inactivity rate by sex, age and education (%)",A,Annual,5.9 MB,1990,2019,06/03/2020 09:04:18,825028,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_EDU_RT_Q,EIP_DWAP_SEX_AGE_EDU_RT,"Inactivity rate by sex, age and education (%)",Q,Quarterly,8.99 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1197011,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_EDU_RT_M,EIP_DWAP_SEX_AGE_EDU_RT,"Inactivity rate by sex, age and education (%)",M,Monthly,1.79 MB,1990M01,2020M01,15/02/2020 23:47:18,226059,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_GEO_RT_A,EIP_DWAP_SEX_AGE_GEO_RT,"Inactivity rate by sex, age and rural / urban areas (%)",A,Annual,1.28 MB,1990,2019,06/03/2020 09:04:08,174300,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_GEO_RT_Q,EIP_DWAP_SEX_AGE_GEO_RT,"Inactivity rate by sex, age and rural / urban areas (%)",Q,Quarterly,3.49 MB,1995Q2,2019Q4,06/03/2020 21:43:43,475607,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_GEO_RT_M,EIP_DWAP_SEX_AGE_GEO_RT,"Inactivity rate by sex, age and rural / urban areas (%)",M,Monthly,519.02 KB,2005M01,2020M01,15/02/2020 23:47:18,66906,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_AGE_MTS_RT_A,EIP_DWAP_SEX_AGE_MTS_RT,"Inactivity rate by sex, age and marital status (%)",A,Annual,2.23 MB,1990,2019,06/03/2020 21:42:59,312291,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
EIP_DWAP_SEX_EDU_GEO_RT_A,EIP_DWAP_SEX_EDU_GEO_RT,"Inactivity rate by sex, education and rural / urban areas (%)",A,Annual,439.87 KB,1990,2019,06/03/2020 21:42:59,51977,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_DWAP_SEX_EDU_MTS_RT_A,EIP_DWAP_SEX_EDU_MTS_RT,"Inactivity rate by sex, education and marital status (%)",A,Annual,1.86 MB,1994,2019,06/03/2020 21:42:59,243268,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_NEET_SEX_NB_A,EIP_NEET_SEX_NB,"Youth not in employment, education or training (NEET) by sex (thousands)",A,Annual,34.77 KB,1976,2019,06/03/2020 09:04:00,4039,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_NEET_SEX_NB_Q,EIP_NEET_SEX_NB,"Youth not in employment, education or training (NEET) by sex (thousands)",Q,Quarterly,65.95 KB,1976Q1,2019Q4,06/03/2020 21:43:43,9627,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
EIP_NEET_SEX_GEO_NB_A,EIP_NEET_SEX_GEO_NB,"Youth not in employment, education or training (NEET) by sex and rural / urban areas (thousands)",A,Annual,72.89 KB,1990,2019,06/03/2020 21:42:59,8445,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
EIP_NEET_SEX_MTS_NB_A,EIP_NEET_SEX_MTS_NB,"Youth not in employment, education or training (NEET) by sex and marital status (thousands)",A,Annual,125.38 KB,1990,2019,06/03/2020 21:42:59,16123,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
